"id";"momentary_wellbeing_angry_ema";"momentary_wellbeing_worried_ema";"momentary_wellbeing_happy_ema";"momentary_wellbeing_sad_ema";"momentary_wellbeing_stressed_ema";"momentary_wellbeing_lonely_ema";"momentary_wellbeing_accepted_ema";"momentary_context_activity_ema";"momentary_context_social_media_ema"
"SP21_S60773UKJ306";1;1;1;1;1;1;1;"5,7,10";1
"SP21_31MC4QUGBSRY";1;1;2;1;1;1;2;"9,18";NA
"SP21_ZFPDP0D9A15K";1;1;2;4;1;3;4;"10";NA
"SP21_RIBR88KI80I0";1;1;3;2;2;1;3;"6,9";NA
"SP21_M0GUY69WLHAQ";1;1;4;1;1;1;4;"19";NA
"SP21_VL4L6I1KAMI1";2;1;2;2;2;2;4;"6,7";NA
"SP21_AJZMYQ9O2RN6";1;1;3;1;2;1;2;"4,5,7,18";4
"SP21_C9W0GD55TORF";1;1;3;1;1;1;3;"19";NA
"SP21_3DTVQ9VZIVN7";1;3;1;2;2;2;1;"10";NA
"SP21_YIF3O7WSPOTZ";1;3;2;1;3;1;2;"4,7";NA
"SP21_N69XRKEKDNBZ";1;2;2;2;2;1;2;"1,4,5,9,10";4
"SP21_GZP0TM23GJ1O";1;1;4;1;2;1;4;"19";NA
"SP21_13TSP6RIQVL5";1;1;3;1;1;1;3;"10,15";NA
"SP21_3ACCIPB5ZRO9";1;1;2;1;1;2;2;"8";NA
"SP21_D70ZBOK0W918";1;1;2;1;1;1;2;"14";NA
"SP21_7PQ8FN4058ME";1;1;1;1;1;1;3;"2,18";NA
"SP21_16GWUE85WC6E";1;1;2;1;1;1;1;"7";NA
"SP21_OZOZBPGPHNFJ";1;1;4;1;1;1;4;"5,9";4
"SP21_BXK9BIWM4F7P";1;2;3;2;2;2;3;"10,18";NA
"SP21_SDFBVKP7OZP3";1;1;4;1;1;1;4;"9";NA
"SP21_DUHWQB8RZK23";1;1;3;1;1;1;3;"6,7";NA
"SP21_KMI9TBUYLS1E";1;1;3;2;1;1;3;"9";NA
"SP21_WDCOAAUWU0H4";1;4;2;2;4;1;4;"15";NA
"SP21_1RT60UUX4PC3";1;1;3;1;2;2;3;"7";NA
"SP21_J4E84Q8KDFHR";1;2;3;1;3;1;3;"10";NA
"SP21_A5J3HJP2QHAB";1;1;2;2;2;1;3;"11";NA
"SP21_M3ROEZAKOV37";1;1;2;1;1;1;3;"18";NA
"SP21_V2PBUC3150P7";2;2;2;2;2;3;2;NA;NA
"SP21_T3213TNBUFJQ";1;1;4;1;1;1;4;"19";NA
"SP21_GTCIE2INGMRL";1;1;4;1;1;1;3;"5,6,9,18";2
"SP21_572KLHO8YM13";1;2;2;1;2;1;4;"19";NA
"SP21_3RRQH5QM7KTL";1;1;4;1;1;1;4;"6";NA
"SP21_P3CLC02K5N4N";1;1;4;1;1;1;4;"6,9,19";NA
"SP21_UWUFW0ZH5RAJ";1;1;2;1;1;1;NA;"2";NA
"SP21_1MI08RHGRJTH";1;1;4;1;1;1;4;"6";NA
"SP21_920IIEYHZ2K8";1;1;2;1;2;1;2;"2,10,18";NA
"SP21_82776N17CQVZ";1;2;4;1;1;3;4;"7";NA
"SP21_SPCP17FEO1HC";3;2;3;3;3;3;3;"6";NA
"SP21_27CZFS5OBP1D";1;2;2;2;1;3;2;"15";NA
"SP21_A4ED919V5VG6";1;1;4;1;1;1;4;"8";NA
"SP21_K9BF4Y8SLLJJ";1;1;3;1;1;1;2;"3";NA
"SP21_MQ92XHZ602TR";1;2;3;4;2;3;NA;"4,5";1
"SP21_TP8PWDIP1B79";1;1;4;1;1;1;4;"10,18";NA
"SP21_AJ2XC7E7JP5R";1;2;2;1;2;2;2;"10";NA
"SP21_8M5IHL50M23F";1;2;1;1;2;2;2;"3";NA
"SP21_EA0VR1H25BHP";1;3;4;1;4;1;2;"12";NA
"SP21_T8PVOC99VJEQ";1;1;3;1;1;2;3;NA;NA
"SP21_CVC8O2XO3PZS";1;1;4;1;1;1;4;"14";NA
"SP21_K7TWPUVIKDAV";1;1;4;1;1;1;4;"5,6,9,10,18";1
"SP21_ML3OOSF0LBEZ";1;1;1;3;2;3;2;"10";NA
"SP21_L450K0TA43SG";1;2;3;2;2;1;3;"5,9";3
"SP21_USART6XHUBZ7";1;1;3;1;1;2;2;"9,10";NA
"SP21_S7B393BF69UF";1;1;3;1;1;2;2;"3";NA
"SP21_OXA6EJQW3M6S";4;4;1;4;4;4;2;"10";NA
"SP21_48W36ZLSULUL";1;3;1;1;2;1;1;"15";NA
"SP21_F1GBRJXRQMUP";1;2;3;1;2;1;3;"4,10,18";NA
"SP21_67Q3H268B578";1;1;4;1;1;1;4;"9,12,18";NA
"SP21_J0WRIGRM8MCN";1;1;3;1;1;1;NA;"15";NA
"SP21_NN2J9QQDJG6K";1;1;3;1;1;1;NA;"7";NA
"SP21_95QQSAR9NDPI";3;1;2;1;2;1;2;"5,13";1
"SP21_WT22LQICYFW5";1;1;4;1;2;2;4;"8,12,15,18,19";NA
"SP21_T37DFIET6JYM";1;1;4;1;1;1;4;"9";NA
"SP21_FMY2O3XQ39PR";1;1;4;1;1;1;1;"14";NA
"SP21_TNPXVW3WBSMG";2;3;1;4;3;4;1;"7,12,18";NA
"SP21_TX0J6LXABK7K";1;2;3;1;2;1;3;"13";NA
"SP21_PKNMLVQ8FYH3";1;3;3;4;4;3;2;"3";NA
"SP21_LDQJNNSQZSV7";1;1;4;1;1;1;4;"9";NA
"SP21_U2WPMX3X55IF";NA;NA;NA;NA;NA;NA;NA;NA;NA
"SP21_4UXLHR9T45G4";1;1;1;1;1;1;3;"4,5";4
"SP21_DKOOG6FANZUG";1;2;4;2;2;2;1;"14";NA
"SP21_74OSDLVDGQOA";1;1;2;1;1;3;3;"5,10";3
"SP21_E6EVXRQPQIOY";1;1;4;1;1;1;4;"15,18";NA
"SP21_G7T00HKVKNKM";1;2;2;1;2;2;2;"19";NA
"SP21_416NN3LO2CRJ";3;2;1;2;3;2;1;"4,5,15";3
"SP21_Y7R6CO97OKEN";1;1;2;1;1;1;NA;"9";NA
"SP21_NV73XTUI2ORT";1;1;4;1;1;1;2;"19";NA
"SP21_IBXW1E4DTYGV";1;2;3;2;2;2;3;"9";NA
"SP21_VQ0D899XYJ6K";1;1;3;1;1;1;3;"11,18";NA
"SP21_GXA27XZ2WCPZ";1;2;2;2;2;2;NA;"11,15";NA
"SP21_Z6J5J0ANQBMY";1;1;1;1;1;1;1;"5,7";3
"SP21_PC2209H6UI16";1;2;3;2;3;1;3;"2,5,10,15,18";1
"SP21_FU88KX4M18PR";1;1;4;1;1;1;4;"7";NA
"SP21_67LIR7EP0T86";1;1;2;1;1;1;2;"8";NA
"SP21_OMR0ASPJT199";NA;NA;NA;NA;NA;NA;NA;NA;NA
"SP21_BDX6SM1ZZFFF";1;1;3;1;1;2;2;"6";NA
"SP21_S5IPTLI206II";2;2;3;2;2;1;3;"9,12";NA
"SP21_TUK5W3WDCZSY";1;1;3;1;2;3;4;"2,13";NA
"SP21_EADF4LH09Q1Q";1;1;3;1;1;1;4;"9";NA
"SP21_DXTBC79FX83T";3;1;1;1;2;1;1;"4,5";4
"SP21_1N9N93UBMKLC";1;1;4;1;1;1;4;"8,10";NA
"SP21_RVLNPTGUOR8Y";2;2;3;2;2;1;2;"11,18";NA
"SP21_T8V955FJBXJ7";1;1;4;1;1;1;1;"15";NA
"SP21_J48ZQGVGTL5K";1;2;2;1;2;1;1;"10";NA
"SP21_2OT5S7S7Y0XQ";1;1;3;1;1;1;2;"8";NA
"SP21_5VSB4CYG4LXF";1;1;3;1;2;2;3;"5,15";3
"SP21_V2QZGXSUQ1OW";1;1;2;1;1;2;1;"5";4
"SP21_4Q3JPWOVKCBR";1;1;4;1;1;1;4;"2,4";NA
"SP21_1BDCIFBIC16D";1;1;3;1;1;1;3;"10,15";NA
"SP21_VSMF2EKY1OMT";1;1;3;1;1;1;3;"9";NA
"SP21_564CZ8DJI0J0";1;1;3;1;1;1;1;"10,18";NA
"SP21_84PL1QC9UDL8";3;3;4;2;2;2;2;"6";NA
"SP21_SLOFX5TH5YSI";1;1;2;1;1;1;2;"6,12";NA
"SP21_MDQG717NINPY";1;2;3;2;4;1;3;"4,5,13";3
"SP21_TCW8XLM38V62";1;1;4;1;2;1;4;"10";NA
"SP21_11IY754ELU8S";1;1;3;1;1;1;2;"9";NA
"SP21_3RRQH5QM7KTL";1;1;4;1;1;1;4;"15";NA
"SP21_C45K0QV5LP5H";1;2;2;2;2;2;2;"7";NA
"SP21_K1Z81XWQTLVA";1;1;1;3;1;2;2;"4";NA
"SP21_T5B6ZLATSVCU";1;1;3;1;1;3;3;"5,9,15";4
"SP21_6TULILGPAQAV";1;3;2;3;4;2;2;"5";3
"SP21_Q0R5KDBY721C";1;1;2;1;1;1;2;"7";NA
"SP21_78D23YJJ5NF3";1;1;3;1;1;1;4;"15";NA
"SP21_9APRBCTV9877";1;3;2;2;3;3;2;"2";NA
"SP21_J09QA4K2KB01";2;1;2;4;2;3;2;"8,10";NA
"SP21_JTLUIXUJSIX4";1;1;3;1;1;1;3;"5,18";4
"SP21_9DIES9S5C54L";1;2;1;1;2;2;1;"9";NA
"SP21_R0B7T8PTH633";3;2;1;4;2;4;1;"4,18";NA
"SP21_G0ZOOM3FY5HP";1;1;3;1;2;1;2;"9,18";NA
"SP21_FDW2VXDTRL8E";1;1;3;2;2;2;3;"10";NA
"SP21_J2BL89XQZLTV";1;1;4;1;1;1;4;"10,18";NA
"SP21_XFY4VPFX3K80";1;2;3;2;2;1;3;"6,11";NA
"SP21_U780R5HSRPA3";1;1;4;1;3;1;4;"5,9,18";2
"SP21_8M5IHL50M23F";1;2;1;2;2;2;2;"3";NA
"SP21_WAWU8VOB4HJM";1;1;4;1;1;1;4;"5,15,18";3
"SP21_BK04TJ7GGV0A";1;2;2;2;2;1;NA;"5,10";2
"SP21_BN7U3L0K8VYN";2;2;2;2;2;2;2;"13";NA
"SP21_8MI1673XU7RF";1;1;3;1;1;3;1;"11";NA
"SP21_2PUGCU1IHH6N";1;1;3;1;1;1;3;"14";NA
"SP21_X7XKKMS5TK9I";NA;NA;NA;NA;NA;NA;NA;NA;NA
"SP21_HLQG12D7POUO";1;1;3;1;2;2;3;"5,10";3
"SP21_LK1WBVRRG1AE";1;1;3;1;1;1;2;"10,18";NA
"SP21_SDFBVKP7OZP3";1;1;4;1;1;1;4;"8";NA
"SP21_AXL3BZCJ2O9C";1;1;2;1;1;1;2;"5,15";3
"SP21_FA8Y1PFNTK1W";1;1;3;1;1;1;3;"14";NA
"SP21_5KSVZRSDYEFS";1;2;3;1;1;1;2;"4,12";NA
"SP21_MJ07KQC3GZ5H";1;2;2;1;1;1;1;"4";NA
"SP21_AH2F8Y4ZDKGD";2;3;2;2;2;4;1;"5";2
"SP21_GZP0TM23GJ1O";1;1;4;1;3;1;4;"7,9";NA
"SP21_4ENFT42K6MED";1;1;3;1;1;1;4;"5,11";1
"SP21_5TUBUNB0Z7EX";3;3;1;1;4;2;2;"15";NA
"SP21_DK8MMOPTC1P9";1;1;3;1;1;1;3;"3,6";NA
"SP21_C6CPZRSA65CZ";4;3;4;3;4;4;2;"3";NA
"SP21_IXT7ZGDG2S7I";1;1;4;1;2;1;4;"7,12,18";NA
"SP21_2ZM1KMP6MAYL";2;4;1;4;4;4;1;"6";NA
"SP21_M4TKV4EY52J3";1;1;4;1;1;1;4;"6,9,12,18";NA
"SP21_XW8PTLNOQSJ4";2;3;2;2;2;2;3;NA;NA
"SP21_MT5GNGN2L223";2;2;2;2;2;2;2;"10";NA
"SP21_M8RRXTCI6NVO";1;1;3;1;1;1;3;"5";1
"SP21_CRHKM9MGPWDV";2;2;4;1;1;2;4;"6";NA
"SP21_KT6V1MQOIR0Y";1;1;2;1;1;1;2;"5,15";3
"SP21_J0WRIGRM8MCN";1;1;3;1;1;2;NA;"6,18";NA
"SP21_NAR132RFT3Z9";1;1;3;1;1;1;3;"2,11";NA
"SP21_1BO2HWKOQU49";1;1;3;1;1;1;3;"5,18";3
"SP21_UYGDXHYU6QUR";1;1;2;1;2;2;1;"13";NA
"SP21_0CS2F8ESDPDW";1;3;3;1;3;1;3;"5,13";3
"SP21_LDQC9NWQP587";1;1;4;1;2;4;2;"6";NA
"SP21_OHHVJWBC7FS4";1;1;4;1;3;1;4;"6";NA
"SP21_7RAGOR70WPV6";1;1;3;1;1;2;3;"6,7";NA
"SP21_9H9FLYHDQ086";1;1;4;1;1;1;3;"3,5,18";1
"SP21_OQOWPT5P0X10";1;2;4;1;2;1;4;"2,6,7";NA
"SP21_A2ELKPM8YUXI";1;2;4;1;2;1;4;"5,10,18";2
"SP21_QK22DSP9MV1Q";2;2;2;2;3;4;2;"19";NA
"SP21_S6W7WTX8JOP5";1;1;1;1;1;1;1;"4,5";4
"SP21_NN2J9QQDJG6K";1;1;3;1;1;1;NA;"18";NA
"SP21_YTFLGBKPMJN2";4;2;1;3;4;4;1;"2";NA
"SP21_7N614XALQSH4";1;1;3;1;1;2;3;"3,4,5";1
"SP21_VV8FP776F0HF";1;1;1;1;2;1;2;"5";4
"SP21_S60773UKJ306";1;1;1;1;1;1;1;"5,6,7,12";2
"SP21_JY4EDKC8JNGS";1;1;3;3;1;1;3;"15";NA
"SP21_A25ERXMT0UZ6";1;1;3;1;1;2;1;"9";NA
"SP21_EQK1304JT953";1;1;3;1;1;1;3;"10,14";NA
"SP21_2N7HH65GIUGL";1;1;2;1;2;1;1;"11";NA
"SP21_7AQTUBZTCKVM";1;1;2;1;1;1;NA;"10";NA
"SP21_PGC0KDBY5TSC";1;3;2;1;3;1;2;"5,9";2
"SP21_YUJROYV67BXP";1;1;1;1;1;1;1;"4";NA
"SP21_MJCKZ08D81JW";1;2;4;1;2;1;4;"3";NA
"SP21_54XQQNS5E0H3";1;1;2;1;1;1;4;"6";NA
"SP21_YIF3O7WSPOTZ";1;3;2;1;2;2;3;"4,10,19";NA
"SP21_ASQSF4Y5VILJ";1;2;2;2;1;3;2;"4,5,10,15,18";1
"SP21_3IO62RNDZHZ2";1;2;1;2;2;4;1;"15";NA
"SP21_217G97JE6WLO";1;1;4;1;1;1;4;"4,13";NA
"SP21_1LJ1HP2RKIQ4";1;1;4;1;2;1;4;"9,18";NA
"SP21_NMHOV9KFWO7N";3;1;1;1;3;1;NA;"3,9";NA
"SP21_SK1I8ALLCMN6";3;1;1;1;1;1;2;"10";NA
"SP21_C9W0GD55TORF";1;1;3;1;1;1;3;"19";NA
"SP21_T86BN70UA9P7";1;1;2;1;2;1;2;"3";NA
"SP21_1LZKRY7UB9E8";1;1;4;1;1;2;4;"9";NA
"SP21_JSLVMPNZY66J";2;3;3;2;3;2;2;"9";NA
"SP21_DQVDXWN5TLVL";1;1;1;4;1;4;1;"19";NA
"SP21_PJMSXO0B00VR";1;1;3;1;1;2;3;"18";NA
"SP21_X7IKD292G2AD";1;1;3;1;1;1;1;"6";NA
"SP21_Y349YTJH47CG";1;1;2;2;1;2;4;"5,6,9";2
"SP21_9D9OA2C9TM5B";1;1;3;1;1;1;2;"8";NA
"SP21_IGZ0BXMW70IK";1;1;2;1;1;1;1;"15";NA
"SP21_6LFZS7BCIE80";1;1;4;1;1;1;3;"8";NA
"SP21_VJ81GDVUOJDZ";3;1;3;2;2;1;3;"6,9,18";NA
"SP21_D2KOE049XB40";1;1;1;1;1;1;3;"3";NA
"SP21_TX3AYZ3B9BQQ";2;3;3;2;2;2;2;"4,5,6";1
"SP21_A9511MOBU8NK";1;1;2;1;1;1;2;"2,4";NA
"SP21_L0QZDLC6LO7D";1;2;4;2;1;1;4;"5,8";1
"SP21_4CGZPNS8NA6X";1;1;2;1;1;1;NA;"7";NA
"SP21_44PK8VJ9SF19";1;3;3;1;2;2;1;"11,15,18";NA
"SP21_COCUHH5R79RF";1;2;4;2;3;1;4;"9,15,18";NA
"SP21_ZPD9I47WKJRJ";3;1;2;3;2;1;2;"15";NA
"SP21_5BPR85H2HP4E";2;3;4;4;4;2;3;"5";2
"SP21_IQ2ED1K2R7P5";1;1;4;1;1;1;4;"9";NA
"SP21_P3DXI3YKO47G";1;2;3;1;2;2;4;"7";NA
"SP21_RIBR88KI80I0";1;2;2;3;2;1;3;"6";NA
"SP21_IBJI1UV0KHUI";1;2;4;1;3;1;3;"15";NA
"SP21_1RPD0IRQ7T7I";1;2;3;1;2;1;3;"5,9";2
"SP21_Y72T537M8ICQ";1;1;2;1;1;1;1;"12";NA
"SP21_BNSH1AK7FE48";2;1;3;1;1;1;3;"13";NA
"SP21_G81W9FUKE87N";4;1;1;4;4;2;1;"4,5,11";3
"SP21_HXCOVRQCL63W";1;1;3;1;1;1;4;"2";NA
"SP21_R06T6B9TTKJQ";1;1;3;1;1;1;2;"13";NA
"SP21_MFO5K55NX090";2;1;4;1;3;1;4;"7";NA
"SP21_09ABKJUD9BE3";1;1;3;1;1;1;3;"3";NA
"SP21_7QP8JS6ER0GI";1;1;3;1;1;1;2;"8,9";NA
"SP21_KBWLS1DHIY8F";2;1;2;2;1;1;2;"10";NA
"SP21_6W8P7RKFUFNT";1;1;4;1;2;1;3;"6,9";NA
"SP21_OZOZBPGPHNFJ";1;1;4;1;1;1;4;"5,6";1
"SP21_DEGH7N1JT023";1;1;2;1;2;2;2;"7,17";NA
"SP21_RFLUQX5ZFCZJ";1;1;3;1;1;1;2;"8,10";NA
"SP21_MNC9LTDBM34D";2;1;2;2;2;1;2;"10";NA
"SP21_SILLXGG57DN0";3;1;1;3;2;3;2;"2";NA
"SP21_2AW907OCERKD";1;1;2;1;1;1;2;"8";NA
"SP21_GQ95V86R161Z";1;2;3;1;3;1;4;"4,5,10,15,17";2
"SP21_XWLXRVD78WZ3";1;1;3;1;1;1;3;"19";NA
"SP21_D70ZBOK0W918";1;1;2;1;1;1;2;"10";NA
"SP21_N8A25IHQ45KH";1;1;2;1;1;1;3;"10";NA
"SP21_O6DDT9AK5M9P";1;2;3;1;1;2;2;"4,5,6,9,12";1
"SP21_RXTB6M0PYJ3P";1;1;1;1;2;1;1;"2,9,15";NA
"SP21_KXO5DW0D0BDW";NA;NA;NA;NA;NA;NA;NA;"18";NA
"SP21_L5YQHZPTZK4K";1;1;3;1;3;1;4;"2,12";NA
"SP21_GF3W0F9HY9WF";1;2;3;1;2;1;4;"6,9,12";NA
"SP21_PKE58HE87XJ7";1;1;3;1;1;1;2;"14";NA
"SP21_VK9M9S0UE87M";1;4;4;1;4;1;3;"7,13,14";NA
"SP21_6ZQJIBTJJMVN";2;1;2;4;2;2;3;"7";NA
"SP21_PS2X03S1WKDR";1;3;4;2;3;3;4;"9";NA
"SP21_W84WFNZFO3H1";1;1;4;1;1;1;4;"19";NA
"SP21_J4E84Q8KDFHR";1;2;3;1;3;1;3;"13";NA
"SP21_BC2EDMOMMU76";1;1;2;1;1;1;2;"8,9";NA
"SP21_IR7T1S8PL7L0";1;1;1;1;1;1;1;"2";NA
"SP21_KMI9TBUYLS1E";1;1;3;2;2;1;4;"5,9,10,18";2
"SP21_ZFPDP0D9A15K";1;1;2;4;1;3;3;"5,12";3
"SP21_K1RETTIRAZZD";1;2;4;1;2;1;3;"8,9";NA
"SP21_SHMSJQXR4AX4";1;1;2;1;1;1;2;"15";NA
"SP21_AJOHOB0UNJAW";1;1;3;1;1;1;3;"6,8,9";NA
"SP21_3ACCIPB5ZRO9";1;1;2;1;1;2;2;"8,13";NA
"SP21_ZM2CLQBFO53F";3;1;1;2;1;2;1;"4,18";NA
"SP21_ORHI8CHVNACN";1;1;4;1;1;1;4;"9";NA
"SP21_JLATVBCGMBE4";1;1;4;1;1;1;4;"3";NA
"SP21_T95F4IJ7EBIF";3;2;3;3;2;3;2;"3,5,9,12,18";2
"SP21_8BBUIF302D2L";1;1;4;1;1;1;4;"3";NA
"SP21_ZN9X17K82BGZ";2;3;2;3;3;2;3;"9";NA
"SP21_3MP9JPYSSGMA";2;1;3;1;1;2;2;"18";NA
"SP21_OMOT1OQI9NNY";1;1;3;1;2;1;3;"5,13,19";2
"SP21_CR9826F02UNT";1;1;1;1;1;1;1;"19";NA
"SP21_MJTEFN8U9829";1;2;2;2;2;2;NA;"7,10,13";NA
"SP21_JUNDVBG6WZMW";2;3;4;2;3;2;3;"3";NA
"SP21_GRFO3X0BKNYU";1;1;4;1;1;1;3;"9";NA
"SP21_J8ARXQ0BAUXC";1;1;3;1;1;1;2;"10";NA
"SP21_OP9GDORZ096N";1;2;2;1;2;1;2;"4";NA
"SP21_0MUQP80Z3FXV";3;2;1;3;3;3;1;"8";NA
"SP21_4BCWSDRRDVUF";1;1;4;1;1;1;3;"15";NA
"SP21_A81N21ZEJ2YL";1;1;3;1;2;1;3;"9,18";NA
"SP21_74NMPN2WTOPV";1;1;3;1;2;2;NA;"10";NA
"SP21_70NWR2DRUO05";1;2;3;2;2;2;3;NA;NA
"SP21_WOP33A0KPV6U";1;1;2;1;1;1;3;"14";NA
"SP21_ZB3TPQH6NC7B";1;1;3;1;1;2;2;"4,5,6,7";2
"SP21_FRALBZ6PJZWP";1;1;4;2;1;2;3;"7,9";NA
"SP21_M3ROEZAKOV37";1;1;3;1;1;1;3;"5";3
"SP21_J1ZNHBGYXM0G";1;1;3;1;2;1;3;"15";NA
"SP21_ALSZ0CYMBS2T";1;1;2;1;2;2;3;"14";NA
"SP21_8P6681JVOVXD";1;1;3;3;1;1;3;"19";NA
"SP21_N19CO53FLXWZ";1;2;2;2;2;2;2;"13";NA
"SP21_FY4Y7GVX1G7B";4;4;4;2;4;2;4;"9";NA
"SP21_GGK0997MP1ES";1;2;3;1;3;1;3;"3";NA
"SP21_T8SVTK2SA0AS";2;3;2;3;2;2;3;"6";NA
"SP21_XIGEGQ36OVH9";1;1;1;1;2;1;4;"6,19";NA
"SP21_V00SA2JFAM4H";1;1;4;1;1;1;3;"9";NA
"SP21_79YX8J0SKI97";3;2;2;4;1;3;2;"5,9,10,18";4
"SP21_AR3ZN76R327R";1;2;2;2;1;1;2;"2,10";NA
"SP21_PI51Y9PP2E4R";1;1;4;1;1;1;4;"15,18";NA
"SP21_U7FHG36W4KKN";1;1;3;1;1;1;3;"10";NA
"SP21_0JO303HITVRY";1;1;2;1;2;1;1;"4,5";4
"SP21_W5Q17AF3LP8Y";1;2;3;1;2;1;2;"10,15";NA
"SP21_QGBV2WQ5Z3N3";2;2;4;2;2;1;2;"15";NA
"SP21_NG3TGNUQ5AKJ";2;2;3;2;2;2;3;"8";NA
"SP21_00SXN0UGY4AP";1;1;4;1;1;1;4;"19";NA
"SP21_1YA751JMZLMM";1;2;4;1;3;2;3;"6,7";NA
"SP21_FOCVHQ5XM0HG";1;1;1;1;3;4;1;"10";NA
"SP21_C6UZW8WR6PWP";1;2;3;2;3;2;3;"2,5";1
"SP21_AJP1ERYC60LB";1;1;2;2;2;2;2;"6,18";NA
"SP21_IUAKM8QNO7LX";NA;NA;NA;NA;NA;NA;NA;NA;NA
"SP21_WQQ0HU2XUZH6";1;2;3;2;2;2;3;"2";NA
"SP21_IQFGX9YEWGZ6";1;1;4;1;1;1;4;"6,9";NA
"SP21_LJAHUWXLKNII";1;1;2;3;4;1;4;"9,18";NA
"SP21_MV0TR3W8DIZS";1;1;3;1;2;2;2;"11";NA
"SP21_EGUTKDM1DYWY";1;1;4;1;1;1;4;"3";NA
"SP21_67Q3H268B578";1;1;4;1;1;1;4;"1,9,12";NA
"SP21_S61VP1VQSD9W";1;2;2;2;2;2;2;"15";NA
"SP21_EU9M62QH46FK";1;1;3;1;1;1;3;"14";NA
"SP21_5BA340ZP3VNT";2;2;1;2;2;2;2;"5";4
"SP21_OFW6EXDO26XG";1;2;4;2;2;3;4;"5,9,12";2
"SP21_BJUH2LRYGP04";1;1;3;1;3;1;3;"9,18";NA
"SP21_CTW8HQXHZKK4";1;1;4;1;1;1;4;"5";4
"SP21_K7TWPUVIKDAV";1;1;3;1;1;1;3;"3,5,9,10";2
"SP21_2KHQ4HZTY0G7";2;2;2;2;2;2;2;"2,5";2
"SP21_4GKGXGORMJM2";2;1;4;2;1;1;3;"13";NA
"SP21_WI2UOX4ZSGBB";1;1;1;1;1;1;1;"19";NA
"SP21_YYVO4SET3V7B";2;4;3;2;3;4;1;"2,10,15,18";NA
"SP21_13TSP6RIQVL5";1;1;3;1;1;1;3;"15";NA
"SP21_GWOQRIO47P30";2;3;1;4;3;3;4;"12,15";NA
"SP21_T3213TNBUFJQ";1;1;3;1;1;1;4;"7,12";NA
"SP21_HV6B8D2A2QSZ";1;1;4;1;1;1;2;"9";NA
"SP21_B86DQ9Y7OEVN";1;1;3;1;3;2;3;"14";NA
"SP21_9XK5VIOVR0N9";1;1;4;1;1;1;4;"13";NA
"SP21_TGMSRJ08HTSP";1;1;4;1;1;1;4;"5,6,9,12,18";1
"SP21_OHHK97GP6JMM";1;1;2;1;1;2;2;"10";NA
"SP21_920IIEYHZ2K8";1;1;2;1;2;1;2;"4,5,15,18";1
"SP21_0FZ44GTC3BJU";2;1;3;1;1;1;3;"9,18";NA
"SP21_K9BF4Y8SLLJJ";1;1;3;1;1;1;2;"3";NA
"SP21_E5YD84Y2K1S4";1;3;1;1;3;2;1;"15";NA
"SP21_ML3OOSF0LBEZ";1;1;NA;NA;NA;NA;NA;"19";NA
"SP21_7YTE2D1X8ZUA";1;1;2;3;1;1;1;"5,6,9,18";2
"SP21_NG0HTENLK4F0";1;2;4;1;1;1;4;"19";NA
"SP21_V2PBUC3150P7";2;2;2;2;2;3;2;NA;NA
"SP21_82776N17CQVZ";1;1;4;1;1;2;4;"18";NA
"SP21_9HPGJTQ0WX7Q";1;4;3;4;3;3;2;"7,18";NA
"SP21_X1PEWEWS9SUV";2;2;2;2;2;2;2;"18";NA
"SP21_1IP37CN66MMQ";1;1;2;2;1;2;2;"3,18";NA
"SP21_RPGIVQO7J7MM";1;1;4;1;1;1;2;"9";NA
"SP21_BDE0JKAW395Y";2;3;4;3;3;3;3;"6,7,9,18";NA
"SP21_2IIQKZ1212D7";2;1;1;2;1;1;1;"7,18";NA
"SP21_PKDMR3C7OO0Z";1;2;4;1;2;1;4;"6,9";NA
"SP21_TIDPL96YTG7W";1;1;3;2;2;1;2;"2";NA
"SP21_SINKKP3DWUEG";1;1;4;1;1;1;4;"9";NA
"SP21_DNE4791KJWY2";1;1;1;1;1;1;1;"10";NA
"SP21_QAT0M2BV3FBH";1;2;2;1;2;1;2;"5,6,7,15";1
"SP21_HWUJVE2N3NTQ";1;2;2;1;1;1;3;"6";NA
"SP21_95QQSAR9NDPI";3;1;2;1;2;1;2;"13";NA
"SP21_2B46M6YOYMTW";1;1;3;1;4;1;2;"3";NA
"SP21_WQSEYAK3H6ZH";1;1;2;1;1;2;2;"10,18";NA
"SP21_6XLRIF26IIG8";1;1;1;1;1;1;1;"9,18";NA
"SP21_1RT60UUX4PC3";1;1;3;1;3;2;3;"7,12";NA
"SP21_1684EUMGXK9V";1;3;1;1;2;3;2;"10";NA
"SP21_M0GUY69WLHAQ";1;1;4;1;1;1;4;"9";NA
"SP21_Z25TQ00J6N5N";1;1;3;1;1;1;3;"7,12,18";NA
"SP21_GUM9M31I32WC";1;1;4;1;2;2;3;"6";NA
"SP21_TNPXVW3WBSMG";2;4;1;4;2;4;1;"12,18";NA
"SP21_FBI82KQ3HL5O";1;1;2;1;2;1;3;"6";NA
"SP21_8RGFVP8Q0MMI";1;1;4;1;1;1;4;"4,9";NA
"SP21_QNLY3SCP6YL6";1;1;3;1;1;1;3;"10";NA
"SP21_G18A1XF9DIJ5";1;1;4;1;1;1;4;"4";NA
"SP21_B5PXMT9BAH3F";2;2;2;2;2;2;2;"13";NA
"SP21_LDQJNNSQZSV7";1;1;4;1;1;1;4;"6,8,9";NA
